Price;Bedrooms;Floorplans;Address
$1,900;;;3805 W Roscoe St #1w, Chicago IL
$1,500;;;2844 N Whipple St, Chicago IL
$1,750;;;3734 W Diversey Ave #3F, Chicago IL
$895;;;2922 N Pulaski Rd, Chicago IL
$1,050;;;2924 N Pulaski Rd, Chicago IL
$925;;;3125 N Hamlin Ave, Chicago IL
$1,900;;;2819 N Richmond St, Chicago IL
$1,700;;;2853 N Elston Ave #1, Chicago IL
$2,585+;2 - 3 Beds;5 floorplans;2904 West Belmont Avenue, Chicago IL
$1,600;3 Beds;1 floorplan;4130 W. Nelson, Chicago IL
$1,850;1 Bed;1 floorplan;2814 N. Troy, Chicago IL
$995+;Studio - 2 Beds;2 floorplans;2944-48 N. Albany, Chicago IL
$2,700;;;3649 W Belmont Ave #3e, Chicago IL
$1,500;;;3501 N Kedzie Ave #2, Chicago IL
$800;;;3121 N Hamlin Ave #3N, Chicago IL
$1,025;;;N Spaulding Ave #311, Chicago IL
$1,100;;;4007 W Wellington Ave #3, Chicago IL
$1,500;;;3501 N Kedzie Ave #1, Chicago IL
$3,595;4 Beds;1 floorplan;3110 N Lawndale Ave, Chicago IL
$1,550;;;2902 N Talman Ave #1, Chicago IL
$2,095;2 Beds;1 floorplan;2834-36 N. Albany, Chicago IL
$1,950;;;3614 W George St #1F, Chicago IL
$1,950;;;3614 W George St #1R, Chicago IL
$3,100;;;Elston & Whipple, Chicago IL
$3,750;;;2930 N Rockwell St #1, Chicago IL
$1,395;;;3192 N Milwaukee Ave #2R, Chicago IL
$1,500;;;3108 W School St #2, Chicago IL
$1,450;2 Beds;1 floorplan;2939-41 W. Belmont, Chicago IL
$1,495;;;3943 W Addison St #1f, Chicago IL
$1,200;Studio;1 floorplan;3614 W. Belmont Avenue, Chicago IL
$950;;;4844 W Wrightwood Ave #4844G, Chicago IL
$935;;;4850 W Wrightwood Ave #E3, Chicago IL
$950+;1 - 2 Beds;2 floorplans;4844-50 W. Wrightwood Ave/2607-9 N. Lamon Ave, Chicago IL
$1,050;;;2645 N Laramie Ave #3A, Chicago IL
$1,050;;;2641 N Laramie Ave #1B, Chicago IL
$1,500;;;2221 N Lavergne Ave #2, Chicago IL
$1,295;;;2946 N Narragansett Ave #1W, Chicago IL
$1,300;;;5806 W Fullerton Ave, Chicago IL
$2,050;;;6547 W Dickens Ave #3E, Chicago IL
$1,200;;;2538 N Leclaire Ave #3, Chicago IL
$1,175;;;2007 North Lamon Avenue #2, Chicago IL
$995;;;5858 W Fullerton Ave #208, Chicago IL
$1,950;;;6547 W Dickens Ave #1E, Chicago IL
$1,750;;;6555 W Palmer St #2W, Chicago IL
$1,950;;;6545 W Dickens Ave #1W, Chicago IL
$1,200;;;2530 N Linder Ave, Chicago IL
$950;;;4844 W Wrightwood Ave #G, Chicago IL
$1,550;;;2843 N Monitor Ave #2, Chicago IL
$995;;;2601 N Lamon Ave #F3, Chicago IL
$900;;;N Leclaire Ave #2, Chicago IL
$1,050;;;2641 N Laramie Ave #2F, Chicago IL
$900;;;5005 W Altgeld St, Chicago IL
$1,050;1 Bed;1 floorplan;2015 N Laporte, Chicago IL
$1,000;1 Bed;1 floorplan;5200-08 W. Fletcher, Chicago IL
$1,800;;;4725 W Parker Ave #2, Chicago IL
$1,950;;;6539 W Dickens Ave #1W, Chicago IL
$1,400;;;2040 N Laramie Ave #2nd, Chicago IL
$1,027;;;4835 W Belmont Ave, Chicago IL
$2,850;;;1818 W 103rd St #1A, Chicago IL
$2,382;;;1559 W 100th Pl, Chicago IL
$1,050;;;1745 W 91st St, Chicago IL
$810;1 Bed;1 floorplan;9400 S Laflin St, Chicago IL
$770;1 Bed;1 floorplan;9000 S Bishop St, Chicago IL
$780+;1 Bed;1 floorplan;9040 S Bishop St, Chicago IL
$725;;;1550 W 95th St, Chicago IL
$890;;;8916 S Justine St, Chicago IL
$1,700;;;9129 S Marshfield Ave, Chicago IL
$795;;;9453 S Loomis St #2, Chicago IL
$1,100;;;9424 S Laflin St, Chicago IL
$890;;;8916 S Justine St, Chicago IL
$875;;;1332 West 99th Street, Chicago IL
$995;2 Beds;1 floorplan;9157 S Bishop St, Chicago IL
$1,300;;;3340 S Carpenter St #2F, Chicago IL
$1,300;;;1015 W 31st St #1R, Chicago IL
$1,200;;;3008 S Throop St #3, Chicago IL
$1,200;;;3045 S Bonfield St #2, Chicago IL
$1,195+;2 Beds;2 floorplans;839 W. 34th St., Chicago IL
$1,500;;;3363 S Racine Ave #3R, Chicago IL
$2,300;;;3212 S Wallace St #3, Chicago IL
$1,200;;;500 W 32nd St #3F, Chicago IL
$1,300;;;3213 S Lituanica Ave #3F, Chicago IL
$1,400;;;3045 S Lowe Ave #1, Chicago IL
$950;;;3845 S Wallace St, Chicago IL
$1,650;3 Beds;1 floorplan;3355 S. Morgan, Chicago IL
$1,795;;;3000 S Archer Ave #2F, Chicago IL
$1,995;;;2615 S Lowe Ave #2S, Chicago IL
$1,250;;;4434 S Richmond St #2, Chicago IL
$1,050;;;4434 S Richmond St #1, Chicago IL
$875;;;2541 W Pershing Rd #2, Chicago IL
$700;;;4347 S Fairfield Ave #3, Chicago IL
$750;;;4120 S Artesian Ave #2R, Chicago IL
$950+;3 Beds;3 floorplans;4157 S. Western/2330-32 W. 42nd, Chicago IL
$1,550;;;4321 S Washtenaw Ave #1, Chicago IL
$475;;;2819 W 38th St #2M, Chicago IL
$650;;;3500 S Washtenaw Ave, Chicago IL
$875;;;2541 W 39th Pl #2, Chicago IL
$950;2 Beds;1 floorplan;2714 W. 37th Pl., Chicago IL
$700;;;9114 S Woodlawn Ave #1, Chicago IL
$970;2 Beds;1 floorplan;9100 S Dauphin Ave, Chicago IL
$1,000;;;9215 S Kingston Ave #3S, Chicago IL
$750;;;8700 S Merrill Ave, Chicago IL
$1,550;;;9328 S Paxton Ave, Chicago IL
$1,150;;;1561 E 93rd St #2, Chicago IL
$770;1 Bed;1 floorplan;2838 E 91st St, Chicago IL
$785;2 Beds;1 floorplan;9001 S Commercial Ave, Chicago IL
$1,000;;;9117 S Commercial Ave #203, Chicago IL
$1,000;;;9117 S Commercial Ave #302, Chicago IL
$1,000;;;9117 S Commercial Ave #202, Chicago IL
$1,000;;;9117 S Commercial Ave #303, Chicago IL
$1,450;;;8711 S Kingston Ave #2, Chicago IL
$1,350;;;9016 S Houston Ave, Chicago IL
$1,200;;;9337 S South Chicago Ave, Chicago IL
$900;;;2912 E 91st St, Chicago IL
$1,150;3 Beds;1 floorplan;9011 S. Brandon Ave., Chicago IL
$1,150;3 Beds;1 floorplan;8837 S Muskegon Ave Cook County, Chicago IL
$570+;Studio;1 floorplan;741-53 E 79th St, Chicago IL
$840;3 Beds;1 floorplan;8000 S Drexel Ave, Chicago IL
$805;2 Beds;1 floorplan;8222-32 S Ingleside Ave, Chicago IL
$665+;1 - 2 Beds;2 floorplans;8159 S Drexel Ave, Chicago IL
$970;2 Beds;1 floorplan;9100 S Dauphin Ave, Chicago IL
$810;2 Beds;1 floorplan;8051 S Ingleside Ave, Chicago IL
$750+;1 - 2 Beds;2 floorplans;7901-11 S Dobson Ave, Chicago IL
$795+;1 Bed;1 floorplan;7934 S Wabash, Chicago IL
$720;1 Bed;1 floorplan;8255 S Maryland, Chicago IL
$695+;1 - 2 Beds;2 floorplans;8101 S Drexel Ave, Chicago IL
$840+;2 Beds;1 floorplan;8100 S Drexel Ave, Chicago IL
$695;1 Bed;1 floorplan;8200-04 S Ingleside Ave, Chicago IL
$810+;2 Beds;1 floorplan;8201 S Drexel Ave, Chicago IL
$785;1 Bed;1 floorplan;8312 S Ingleside Ave, Chicago IL
$970+;2 Beds;1 floorplan;8456 S Wabash Ave, Chicago IL
$610;1 Bed;1 floorplan;8155 S Maryland, Chicago IL
$775+;2 Beds;1 floorplan;8148 S Ingleside, Chicago IL
$1,800;;;8031 S Vincennes Ave, Chicago IL
$775;;;8209 S Evans Ave #LL, Chicago IL
$1,450;;;8017 S Drexel Ave #2N, Chicago IL
$1,450;;;8017 S Drexel Ave #1S, Chicago IL
$1,450;;;8017 S Drexel Ave #3S, Chicago IL
$1,450;;;8017 S Drexel Ave #2S, Chicago IL
$1,450;;;8017 S Drexel Ave #3N, Chicago IL
$810;;;1043 E 80th St, Chicago IL
$850;1 Bed;1 floorplan;8016-22 S. Evans Avenue, Chicago IL
$1,150;;;619 E 89th Pl, Chicago IL
$1,050;;;235 W 80th St #1, Chicago IL
$1,100;;;235 W 80th St #2, Chicago IL
$850;;;8014 South Ingleside Avenue #2, Chicago IL
$1,250;4 Beds;1 floorplan;518 W. 81st St., Chicago IL
$925;;;8033 S St Lawrence Ave #2A, Chicago IL
$950;;;635 E 90th Pl, Chicago IL
$900;;;7941 South Ingleside Avenue, Chicago IL
$750;;;1039 E 80th St, Chicago IL
$1,350;;;7905 S Greenwood Ave, Chicago IL
$1,150;;;739 E 91st St #1, Chicago IL
$1,150;3 Beds;1 floorplan;8045 S. Dobson Ave., Chicago IL
$1,250;4 Beds;2 floorplans;7943 S. Drexel Ave., Chicago IL
$870;;;1043 E 80th St, Chicago IL
$950;;;E 87th St #GN, Chicago IL
$1,250;;;8641 S Drexel Ave, Chicago IL
$1,150;;;8035 S Stewart Ave #A, Chicago IL
$950;;;501 E 87th St, Chicago IL
$1,000;;;907 E 80th St #2, Chicago IL
$1,200;;;8418 S Drexel Ave #2, Chicago IL
$900;;;8245 S Langley Ave #3, Chicago IL
$895;;;8058 S Cottage Grove Ave #2D, Chicago IL
$950;;;801 E 87th St #2W, Chicago IL
$1,100;;;8228 S Drexel Ave #3B, Chicago IL
$1,100;;;8044 S Ingleside Ave #3, Chicago IL
$650;;;938 E 80th St #1, Chicago IL
$650;;;942 E 80th St #1, Chicago IL
$1,200;;;8146 S Ingleside Ave #3, Chicago IL
$1,300;;;8120 S Ingleside Ave #1, Chicago IL
$1,300;;;8120 S Ingleside Ave #3, Chicago IL
$1,175;;;8246 S Maryland Ave #1, Chicago IL
$1,400;;;7939 S La Salle St, Chicago IL
$750;;;936 E 80th St #3, Chicago IL
$1,200;;;7931 S Langley Ave #3, Chicago IL
$960;;;7935 South Ellis Avenue #2, Chicago IL
$1,050;;;501 E 87th St #2s, Chicago IL
$1,300;;;8223 S Drexel Ave #3, Chicago IL
$1,140;;;8214 S Wabash Ave, Chicago IL
$1,450;;;8017 S Drexel Ave #1N, Chicago IL
$825;2 Beds;1 floorplan;6356-58 S Francisco, Chicago IL
$985;3 Beds;1 floorplan;6104 S Campbell Ave, Chicago IL
$595+;Studio;1 floorplan;6238-44 S Western Ave, Chicago IL
$730;1 Bed;1 floorplan;6455 S Fairfield Ave, Chicago IL
$695;1 Bed;1 floorplan;6306 S Fairfield, Chicago IL
$785;1 Bed;1 floorplan;6401-03 S California, Chicago IL
$1,100;;;6655 S Sacramento Ave #1F, Chicago IL
$1,000;;;7230 S Artesian Ave #2, Chicago IL
$1,400;;;3412 W 66th St #1, Chicago IL
$1,250;;;6112 S Maplewood Ave #1, Chicago IL
$1,250;;;7428 S Oakley Ave, Chicago IL
$1,350;;;6025 S Maplewood Ave #2FL, Chicago IL
$1,150;;;6930 S Talman Ave #2, Chicago IL
$1,100;1 Bed;1 floorplan;3000 W. Marquette Road, Chicago IL
$950;;;7330 S Artesian Ave #2, Chicago IL
$900;;;5943 S Campbell Ave #3, Chicago IL
$1,100;;;5943 S Campbell Ave #2, Chicago IL
$1,150;;;6546 S Rockwell St #2, Chicago IL
$704+;Studio - 1 Bed;2 floorplans;3148-54 W 64th St 6355-59 S Kedzie Ave, Chicago IL
$955;2 Beds;1 floorplan;6642 South Troy Street, Chicago IL
$1,100;3 Beds;1 floorplan;6211 S. Rockwell St, Chicago IL
$750;;;6250 S Mozart St, Chicago IL
$925;;;6757 S Rockwell St #2E, Chicago IL
$1,100;;;6835 S Talman Ave #1, Chicago IL
$1,200;;;6109 South Albany Avenue #2, Chicago IL
$1,100;;;6648 S Albany Ave #2, Chicago IL
$700;1 Bed;1 floorplan;2838 W 64th Street, Chicago IL
$950;2 Beds;1 floorplan;6349-53 S Kedzie Ave, Chicago IL
$1,138;Studio;1 floorplan;6343-47 S Kedzie Ave, Chicago IL
$875;;;6250 W 64th Pl #202, Chicago IL
$1,200;;;6958 W 65th St #2C, Chicago IL
$1,500;;;5229 W 64th St, Chicago IL
$895;;;6212 W 64th Pl #102, Chicago IL
$1,500;;;6255 W 63rd St #3B, Chicago IL
$2,800;;;108 E 32nd St, Chicago IL
$2,495;;;3333 Michigan Avenue #2A, Chicago IL
$1,000;;;3361 S Cottage Grove Ave #C, Chicago IL
$1,600+;1 - 3 Beds;49 floorplans;3423 S Cottage Grove Ave.,, Chicago IL
$1,375;;;606 E Woodland Park Ave #410, Chicago IL
$1,100;;;2901 S Michigan Ave #906, Chicago IL
$2,022;;;2951 S King Dr, Chicago IL
$899;;;2801 S King Dr, Chicago IL
$1,350;;;3506 S State St, Chicago IL
$852;;;500 E 33rd Pl, Chicago IL
$1,022;;;2951 S King Dr, Chicago IL
$1,497;;;500 E 33rd Pl, Chicago IL
$872;;;2801S S King Dr, Chicago IL
$943;;;500 E 33rd Pl, Chicago IL
$1,188;;;2951 S King Dr, Chicago IL
$1,471;;;2951 S King Dr, Chicago IL
$1,215;;;S Rhodes Ave and E 33rd Pl, Chicago IL
$1,600;;;3814 S King Dr #1, Chicago IL
$1,450;;;3824 S Michigan Ave #1, Chicago IL
$900;;;3840 S King Dr, Chicago IL
$1,400;;;3700 N Harlem Ave #2, Chicago IL
$2,100;;;6054 W Addison St #2, Chicago IL
$3,400;;;3842 N Newcastle Ave, Chicago IL
$1,100;;;3258 N Neenah Ave #2, Chicago IL
$1,190;;;7521 W Belmont Ave #2, Chicago IL
$1,200;;;3839 N Narragansett Ave #3F, Chicago IL
$875;Studio;1 floorplan;6059 W Addison St., Chicago IL
$1,125;;;7019 W Irving Park Rd #8, Chicago IL
$2,545;;;6231 W Berenice Ave, Chicago IL
$1,800;;;7443 W Irving Park Rd #1e, Chicago IL
$1,600;;;3310 W Congress Pkwy #2, Chicago IL
$1,150;;;3012 W Warren Blvd #3F, Chicago IL
$1,250;;;3213 W Warren Blvd #3, Chicago IL
$1,375;2 Beds;1 floorplan;2837 W. Washington, Chicago IL
$1;Studio;1 floorplan;122-124 S California 2806-12 W Wilcox, Chicago IL
$2,200;;;2734 W Warren Blvd #2, Chicago IL
$2,300;;;2734 W Warren Blvd #3, Chicago IL
$1,100;;;3655 W Lexington St #3F, Chicago IL
$1,350;;;S Whipple St & W Jackson Blvd, Chicago IL
$1,250;;;2932 W Fulton St #2, Chicago IL
$1,200;;;2818 W Flournoy, Chicago IL
$800+;2 Beds;3 floorplans;322 S. Mozart, Chicago IL
$700;;;3406 W Jackson Blvd #3, Chicago IL
$1,150;;;3012 W Warren Blvd #3f, Chicago IL
$1,200;;;2714 W Lexington St #2, Chicago IL
$1,100;;;3235 W Washington Blvd, Chicago IL
$1,850;;;11300 S Ave L, Chicago IL
$1,100;;;10009 S Ave M #1, Chicago IL
$1,200;;;10826 S Buffalo Ave, Chicago IL
$1,075;;;9630 S Ewing Ave #2, Chicago IL
$1,075;;;9624 S Ewing Ave #1, Chicago IL
$1,075;;;9624 S Ewing Ave #2, Chicago IL
$1,075;;;9626 S Ewing Ave #1, Chicago IL
$1,200;;;10300 S Ave F #G, Chicago IL
$1,000;;;9712 S Ave M #2, Chicago IL
$1,380+;1 - 2 Beds;4 floorplans;The Bryn, Chicago IL
$950;1 Bed;1 floorplan;5941-51 N Paulina, Chicago IL
$1,050+;Studio - 1 Bed;2 floorplans;6012 N. Kenmore, Chicago IL
$1,100+;Studio - 1 Bed;3 floorplans;6001 N. Kenmore Avenue, Chicago IL
$1,450+;1 - 3 Beds;13 floorplans;6100-6118 N. Winthrop Ave. 1058-1114 W. Glenlake Ave., Chicago IL
$950+;Studio - 1 Bed;4 floorplans;5860 N. Kenmore Avenue, Chicago IL
$1,100+;Studio;4 floorplans;6201 N. Kenmore Avenue, Chicago IL
$1,575;2 Beds;1 floorplan;1210 W Foster, Chicago IL
$1,650;;;1122 W Catalpa Ave #517, Chicago IL
$1,800;;;5400 N Sheridan Rd #403, Chicago IL
$1,625;;;6263 N Clark St #2, Chicago IL
$1,300;;;5943 N Winthrop Ave #2D, Chicago IL
$1,450;;;1544 W Glenlake Ave #3D, Chicago IL
$1,625;;;1544 W Glenlake Ave #5H, Chicago IL
$936;;;5738 N Winthrop Ave #112, Chicago IL
$780;;;5744 N Winthrop Ave #106, Chicago IL
$1,750;;;5400 N Winthrop Ave #2, Chicago IL
$1,655;;;5510 N Kenmore Ave #2B, Chicago IL
$1,655;;;5510 N Kenmore Ave #3C, Chicago IL
$2,000;;;1439 W Victoria St #1, Chicago IL
$2,505;;;5427 N Broadway #3H, Chicago IL
$1,300;;;5411 N Winthrop Ave #208, Chicago IL
$1,485;;;5718 N Winthrop Ave #602, Chicago IL
$900;;;5718 N Winthrop Ave #609, Chicago IL
$1,025;;;1204 W Granville Ave #326, Chicago IL
$1,499;;;1417 W Olive Ave #3F, Chicago IL
$1,675;;;1465 W Olive Ave #2F, Chicago IL
$1,195;;;5455 N Sheridan Rd #707, Chicago IL
$950;;;1040 W Hollywood Ave #309, Chicago IL
$995;;;5941 N Paulina St #1W, Chicago IL
$975;;;5949 N Paulina St #1, Chicago IL
$950;;;1040 W Hollywood Ave #506, Chicago IL
$1,175;;;1040 W Hollywood Ave #407, Chicago IL
$1,450;;;5630 N Ashland Ave #3, Chicago IL
$1,175;;;1040 W Hollywood Ave #305, Chicago IL
$795;;;5417 N Kenmore Ave #505, Chicago IL
$875;;;5417 N Kenmore Ave #311, Chicago IL
$895;;;5417 N Kenmore Ave #611, Chicago IL
$875;;;5417 N Kenmore Ave #312, Chicago IL
$795;;;5417 N Kenmore Ave #303, Chicago IL
$1,150;;;5417 N Kenmore Ave #201, Chicago IL
$1,150;;;5417 N Kenmore Ave #301, Chicago IL
$1,800;;;1451 W Balmoral Ave #GN, Chicago IL
$900;;;1040 W Hollywood Ave #301, Chicago IL
$1,175;;;1040 W Hollywood Ave #204, Chicago IL
$2,505;;;5427 N Broadway #2A, Chicago IL
$900;;;5718 N Winthrop Ave #509, Chicago IL
$1,680;;;1352 W Berwyn Ave #3, Chicago IL
$1,020;;;6040 N Sheridan Rd #306, Chicago IL
$1,020;;;6040 N Sheridan Rd #104, Chicago IL
$1,795;;;1653 W Gregory St #2, Chicago IL
$1,795;;;1655 W Gregory St #1, Chicago IL
$950;;;1601 W Thome Ave #3G, Chicago IL
$950;;;1601 W Thome Ave #3I, Chicago IL
$1,075;;;1725 W Thorndale Ave #3A, Chicago IL
$875;;;5941 N Paulina St #GDW, Chicago IL
$1,075;;;1725 W Thorndale Ave #2A, Chicago IL
$2,100;;;1554 W Hollywood Ave #304, Chicago IL
$1,675;;;1554 W Hollywood Ave #305, Chicago IL
$900;;;5817 N Kenmore Ave #506, Chicago IL
$925;;;1025 W Hollywood Ave #203, Chicago IL
$825;;;5710 N Winthrop Ave #311, Chicago IL
$1,167;;;5650 N Sheridan Rd #18E, Chicago IL
$1,050;;;5848 N Kenmore Ave #407, Chicago IL
$950;;;5417 N Kenmore Ave #207, Chicago IL
$1,645;;;5910 N Sheridan Rd #603, Chicago IL
$1,925;;;5910 N Sheridan Rd #204, Chicago IL
$2,236;;;5910 N Sheridan Rd #604, Chicago IL
$1,375;;;5342 N Winthrop Ave #2W, Chicago IL
$1,044;;;6119 N Kenmore Ave #204, Chicago IL
$1,443;;;6119 N Kenmore Ave #510, Chicago IL
$1,373;;;6119 N Kenmore Ave #311, Chicago IL
$1,163;;;5650 N Sheridan Rd #9E, Chicago IL
$2,495;;;4346 N Honore St #510, Chicago IL
$1,950;;;4346 N Honore St #303, Chicago IL
$2,800;;;2137 W Ainslie St #1, Chicago IL
$1,900;;;2141 W Ainslie St #2, Chicago IL
$1,500;;;4250 N Marine Dr #1727, Chicago IL
$1,695;;;4875 N Magnolia Ave #401, Chicago IL
$1,695;;;4875 N Magnolia Ave #201, Chicago IL
$3,500;;;5127 N Damen Ave #C, Chicago IL
$1,265;;;905 W Carmen Ave #1C, Chicago IL
$1,300;;;5052 N Marine Dr #A2, Chicago IL
$1,525;;;4909 N Janssen Ave #GDN, Chicago IL
$1,600;;;4343 N Clarendon Ave #103, Chicago IL
$1,350;;;4343 N Clarendon Ave #103, Chicago IL
$1,550;;;940 W Winona St #805, Chicago IL
$1,550;;;940 W Winona St #704, Chicago IL
$1,600;;;940 W Winona St #802, Chicago IL
$1,550;;;940 W Winona St #705, Chicago IL
$1,600;;;940 W Winona St #702, Chicago IL
$1,600;;;940 W Winona St #701, Chicago IL
$2,300;;;940 W Winona St #601, Chicago IL
$1,550;;;940 W Winona St #604, Chicago IL
$1,600;;;940 W Winona St #501, Chicago IL
$1,600;;;940 W Winona St #502, Chicago IL
$1,550;;;940 W Winona St #504, Chicago IL
$1,550;;;940 W Winona St #505, Chicago IL
$1,425;;;940 W Winona St #506, Chicago IL
$1,425;;;925 W Carmen Ave #3B, Chicago IL
$1,200;;;925 W Carmen Ave #4D, Chicago IL
$1,375;;;925 W Carmen Ave #6A, Chicago IL
$1,300;;;1901 W Winnemac Ave, Chicago IL
$1,500;;;1901 W Winnemac Ave, Chicago IL
$975;;;4878 N Magnolia Ave #FGE, Chicago IL
$1,090;;;1642 W Morse Ave, Chicago IL
$1,350;;;1642 W Morse Ave #3N, Chicago IL
$1,650;;;1642 W Morse Ave #3S, Chicago IL
$1,600;;;1642 W Morse Ave #1S, Chicago IL
$1,625;;;1642 W Morse Ave #2S, Chicago IL
$1,600;;;6415 N Damen Ave #3E, Chicago IL
$975;;;4878 N Magnolia Ave #HGW, Chicago IL
$1,700;;;2209 W Foster Ave #GDN, Chicago IL
$1,400;;;2255 W Argyle St #2, Chicago IL
$1,400;;;817 W Lakeside Pl #310, Chicago IL
$1,950;;;2235 W Wilson Ave #3, Chicago IL
$1,595;;;2229 W Wilson Ave #2, Chicago IL
$1,550;;;2177 W Giddings St #1, Chicago IL
$1,150;;;2202 W Foster Ave #1, Chicago IL
$1,295;;;1952 W Wilson Ave #1AA, Chicago IL
$1,250;;;2020 W Ainslie St #2, Chicago IL
$1,595;;;1944 W Wilson Ave #2M, Chicago IL
$1,295;;;1948 W Wilson Ave #3Q, Chicago IL
$1,295;;;1910 W Winnemac Ave #1, Chicago IL
$1,850;;;1950 W Leland Ave #1, Chicago IL
$2,450;;;1827 W Leland Ave #2, Chicago IL
$1,275;;;1952 W Winona St #2, Chicago IL
$1,395;;;1941 W Winnemac Ave #2, Chicago IL
$1,395;;;1953 W Winnemac Ave #3, Chicago IL
$2,300;;;807 W Wilson Ave #2D, Chicago IL
$1,350;;;1930 W Winona St #2, Chicago IL
$1,600;;;1934 W Winona St #1, Chicago IL
$1,375;;;1910 W Winnemac Ave #3, Chicago IL
$1,295;;;1918 W Winona St #3, Chicago IL
$1,600;;;1924 W Winona St #1, Chicago IL
$1,395;;;1920 W Winona St #1, Chicago IL
$1,500;;;1924 W Winona St #3, Chicago IL
$1,595;;;1831 W Foster Ave #2, Chicago IL
$1,525;;;1831 W Foster Ave #1, Chicago IL
$1,550;;;2177 W Giddings St #3, Chicago IL
$1,075;;;2010 W Foster Ave #3A, Chicago IL
$1,495;;;2010 W Foster Ave #2C, Chicago IL
$1,285;;;1301 W Argyle St #210, Chicago IL
$1,450;;;1704 W Ainslie St #1, Chicago IL
$1,095;;;4851 N Damen Ave #306, Chicago IL
$1,325;;;4250 N Marine Dr #1803, Chicago IL
$1,650;;;2175 W Giddings St #1, Chicago IL
$1,825;;;1950 W Leland Ave #2, Chicago IL
$895;;;1948 W Wilson Ave #1R, Chicago IL
$1,475;;;1932 W Winona St #3, Chicago IL
$1,895;;;1931 W Winona St #2, Chicago IL
$1,250;;;1928 W Winona St #2, Chicago IL
$900;;;1325 W Wilson Ave #1107, Chicago IL
$900;;;1325 W Wilson Ave #1005, Chicago IL
$900;;;1325 W Wilson Ave #704, Chicago IL
$1,160;;;1325 W Wilson Ave #1009, Chicago IL
$900;;;1325 W Wilson Ave #305, Chicago IL
$900;;;1325 W Wilson Ave #904, Chicago IL
$900;;;1325 W Wilson Ave #802, Chicago IL
$1,160;;;1325 W Wilson Ave #809, Chicago IL
$900;;;1325 W Wilson Ave #903, Chicago IL
$950;;;1325 W Wilson Ave #1203, Chicago IL
$1,650;;;5051 N Kenmore Ave #105, Chicago IL
$1,775;;;1919 W Winona St #2, Chicago IL
$1,595;;;4837 N Wolcott Ave #3A, Chicago IL
$2,650;;;4337 N Hazel St #3, Chicago IL
$1,750;;;6703 N Clark St #2, Chicago IL
$1,375;;;5047 N Damen Ave #1W, Chicago IL
$1,350;;;5059 N Damen Ave #2E, Chicago IL
$1,395;;;5061 N Damen Ave #2E, Chicago IL
$1,550;;;4923 N Hermitage Ave #GDN, Chicago IL
$1,395;;;1904 W Winnemac Ave #1, Chicago IL
$1,395;;;4951 N Oakley Ave #GDN, Chicago IL
$1,375;;;4819 N Wolcott Ave #1A, Chicago IL
$1,550;;;4725 N Leavitt St #1, Chicago IL
$1,295;;;5049 N Damen Ave #1E, Chicago IL
$1,195;;;2131 W Giddings St #2C, Chicago IL
$1,575;;;4867 N Hermitage Ave #GW, Chicago IL
$1,750;;;5056 N Winchester Ave #2W, Chicago IL
$1,675;;;5060 N Winchester Ave #1W, Chicago IL
$2,750;;;1758 W Montrose Ave #2, Chicago IL
$1,500;;;1443 W Argyle St #1, Chicago IL
$1,395;;;2255 W Argyle St #1, Chicago IL
$1,350;;;1941 W Winnemac Ave #GDN, Chicago IL
$1,650;;;1908 W Montrose Ave #2, Chicago IL
$1,195;;;2206 W Foster Ave #1, Chicago IL
$1,275;;;5208 N Damen Ave #1, Chicago IL
$1,150;;;2000 W Foster Ave #1D, Chicago IL
$1,275;;;4717 N Leavitt St #2, Chicago IL
$1,125;;;6457 N Bell Ave #3N, Chicago IL
$1,175;;;4879 N Paulina St #1A, Chicago IL
$1,095;;;4501 N Greenview Ave, Chicago IL
$1,575;;;2175 W Giddings St #3, Chicago IL
$1,250;;;4440 N Wolcott Ave #205, Chicago IL
$1,225;;;4440 N Wolcott Ave #301, Chicago IL
$1,150;;;2000 W Foster Ave #2A, Chicago IL
$1,995;;;4715 N Sheridan Rd #22S, Chicago IL
$1,450;;;1940 W Wilson Ave #2BB, Chicago IL
$1,150;;;817 W Lakeside Pl #202, Chicago IL
$1,150;;;817 W Lakeside Pl #302, Chicago IL
$1,250;;;817 W Lakeside Pl #208, Chicago IL
$825;;;6930 N Greenview Ave #709, Chicago IL
$875;;;6930 N Greenview Ave #205, Chicago IL
$1,375;;;1910 W Winnemac Ave #2, Chicago IL
$1,530;;;2244 W Wilson Ave #301, Chicago IL
$1,450;;;4708 N Racine Ave #3W, Chicago IL
$1,800;;;1311 W Leland Ave #4, Chicago IL
$1,600;;;4706 N Racine Ave #3E, Chicago IL
$1,350;;;1904 W Winnemac Ave #2, Chicago IL
$1,365;;;4904 N Hoyne Ave #N2, Chicago IL
$875;;;1350 1/2 W Argyle St #3E, Chicago IL
$2,100;;;4651 N Wolcott Ave #1, Chicago IL
$2,250;;;1827 W Leland Ave #GDN, Chicago IL
$925;;;736 W Buena Ave #406, Chicago IL
$2,450;;;1821 W Leland Ave #2, Chicago IL
$1,295;;;4229 N Paulina St #XN3, Chicago IL
$1,015;;;1342 W Argyle St #1S, Chicago IL
$1,225;;;1344 1/2 W Argyle St #2S, Chicago IL
$1,225;;;1338 1/2 W Argyle St #3N, Chicago IL
$2,775;;;4347 N Hazel St #1, Chicago IL
$1,255;;;1352 W Argyle St #3N, Chicago IL
$1,225;;;1350 W Argyle St #2N, Chicago IL
